UBICACIÓN TECNICA,Codigo SAP,NOMBRE DEL EQUIPO
PSAI-AZ-EX-MO/MTA,108194.0,Tanque 1 de maceración TA
PSAI-AZ-EX-MO/MTA,122145.0,Bomba Maceración 1 TA
PSAI-AZ-EX-MO/MTA,108195.0,Tanque 2 de maceración TA
PSAI-AZ-EX-MO/MTA,126994.0,Bomba Maceración 2 TA
PSAI-AZ-EX-MO/MTA,108196.0,Tanque 3 de maceración TA
PSAI-AZ-EX-MO/MTA,121812.0,Bomba Maceración 3 TA
PSAI-AZ-EX-MO/MTA,108197.0,Tanque 4 de maceración TA
PSAI-AZ-EX-MO/MTA,126995.0,Bomba Maceración 4 TA
PSAI-AZ-EX-MO/MTB,108238.0,Tanque 1 de maceración TB
PSAI-AZ-EX-MO/MTB,123254.0,Bomba Maceración 1 TB
PSAI-AZ-EX-MO/MTB,108239.0,Tanque 2 de maceración TB
PSAI-AZ-EX-MO/MTB,121815.0,Bomba Maceración 2 TB
PSAI-AZ-EX-MO/MTB,108240.0,Tanque 3 de maceración TB
PSAI-AZ-EX-MO/MTB,126992.0,Bomba Maceración 3 TB
PSAI-AZ-EX-MO/MTB,108241.0,Tanque 4 de maceración TB
PSAI-AZ-EX-MO/MTB,126993.0,Bomba Maceración 4 TB
PSAI-AZ-EX-MO/SBA,137925.0,Tanque Sistema Hidraulico Bypass TA
PSAI-AZ-EX-MO/SBA,137927.0,Bomba Sistema Bypass TA
PSAI-AZ-EX-MO/SBB,137926.0,Tanque Sistema Hidraulico Bypass TB
PSAI-AZ-EX-MO/SBB,137928.0,Bomba Sistema Bypass TB
PSAI-AZ-EX-MO/SLA,108244.0,Sistema de lubricación coronas TA
PSAI-AZ-EX-MO/SLA,138434.0,Tanque Lubricación coronas TA
PSAI-AZ-EX-MO/SLA,138229.0,Bomba Lubricación Coronas TA
PSAI-AZ-EX-MO/SLA,108245.0,Sistema 1 de lubricación chumaceras TA
PSAI-AZ-EX-MO/SLA,109107.0,Tanque 1 Farval Lubri. Chumaceras TA
PSAI-AZ-EX-MO/SLA,112940.0,Bomba 1 Farval TA
PSAI-AZ-EX-MO/SLA,114094.0,Reductor Farval 1 TA
PSAI-AZ-EX-MO/SLA,131919.0,Sistema Hidráulico de cabezote 1 TA
PSAI-AZ-EX-MO/SLA,138435.0,Tanque 1 Aceite Hidráulico cabezote TA
PSAI-AZ-EX-MO/SLA,135008.0,Bomba 1 Sist hidráulico Cabezote TA
PSAI-AZ-EX-MO/SLA,134994.0,Sistema hidráulico cabezotes 2 TA
PSAI-AZ-EX-MO/SLA,134995.0,Tanque 2 aceite Hidráulico Cabezotes TA
PSAI-AZ-EX-MO/SLA,134996.0,Bomba 2 Sistema hidráulico Cabezotes TA
PSAI-AZ-EX-MO/SLA,139054.0,Sistema 2 de lubricación chumaceras TA
PSAI-AZ-EX-MO/SLA,109309.0,Tanque 2 Farval Lubri. Chumaceras TA
PSAI-AZ-EX-MO/SLA,112941.0,Bomba Farval 2 TA
PSAI-AZ-EX-MO/SLA,123898.0,Reductor Farval 2 TA
PSAI-AZ-EX-MO/SLA,139055.0,Sistema 3 de lubricación chumaceras TA
PSAI-AZ-EX-MO/SLA,131918.0,Tanque 3 Farval Lubri. Chumaceras TA
PSAI-AZ-EX-MO/SLA,134998.0,Bomba Farval 3 TA
PSAI-AZ-EX-MO/SLA,134999.0,Reductor Farval 3 TA
PSAI-AZ-EX-MO/SLB,108247.0,Sistema de lubricación coronas TB
PSAI-AZ-EX-MO/SLB,138436.0,Tanque Lubricación coronas TB
PSAI-AZ-EX-MO/SLB,138230.0,Bomba Lubricación Coronas TB
PSAI-AZ-EX-MO/SLB,108248.0,Sistema 1 de lubricación chumaceras TB
PSAI-AZ-EX-MO/SLB,109310.0,Tanque 1 Farval Lubri. Chumaceras TB
PSAI-AZ-EX-MO/SLB,112942.0,Bomba Lubr. Chumaceras Farval 1 TB
PSAI-AZ-EX-MO/SLB,114096.0,Reductor Bba Lubr. Chumaceras Farval 1TB
PSAI-AZ-EX-MO/SLB,131921.0,Sistema hidráulico de cabezote 1 TB
PSAI-AZ-EX-MO/SLB,138437.0,Tanque 1 aceite Hidráulico Cabezote TB
PSAI-AZ-EX-MO/SLB,135007.0,Bomba 1 Sist hidráulico Cabezote TB
PSAI-AZ-EX-MO/SLB,135001.0,Sistema hidráulico cabezotes 2 TB
PSAI-AZ-EX-MO/SLB,135002.0,Tanque aceite Hidráulico Cabezotes 2 TB
PSAI-AZ-EX-MO/SLB,135003.0,Bomba Sistema hidráulico Cabezotes 2 TB
PSAI-AZ-EX-MO/SLB,139056.0,Sistema 2 de lubricación chumaceras TB
PSAI-AZ-EX-MO/SLB,109311.0,Tanque 2 Farval Lubri. Chumaceras TB
PSAI-AZ-EX-MO/SLB,112943.0,Bomba Lubr. Chumaceras Farval 2 TB
PSAI-AZ-EX-MO/SLB,114095.0,Reductor Bba Lubr.Chumaceras Farval 2 TB
PSAI-AZ-EX-MO/SLB,139057.0,Sistema 3 de lubricación chumaceras TB
PSAI-AZ-EX-MO/SLB,131920.0,Tanque 3 Farval Lubri. Chumaceras  TB
PSAI-AZ-EX-MO/SLB,135005.0,Bomba Lubr. Chumaceras Farval 3 TB
PSAI-AZ-EX-MO/SLB,135006.0,Reductor Bba Lubr.Chumaceras Farval 3 TB
PSAI-AZ-EX-MO/TCA,108280.0,Tuberías de conducción TA
PSAI-AZ-EX-MO/TCA,109114.0,Tubería lubricación chumaceras TA
PSAI-AZ-EX-MO/TCA,109320.0,Tubería de agua fría TA
PSAI-AZ-EX-MO/TCA,109324.0,Tubería de agua imbibición TA
PSAI-AZ-EX-MO/TCA,109325.0,Tuberia de agua asepsia TA
PSAI-AZ-EX-MO/TCA,109327.0,Tubería lubricación coronas TA
PSAI-AZ-EX-MO/TCA,123818.0,Tubería Recirculación de Agua Mol.TA
PSAI-AZ-EX-MO/TCA,123837.0,Tanque Retorno Agua Molinos TA a S.R
PSAI-AZ-EX-MO/TCA,123819.0,Bomba Retorno Agua De Molinos TA
PSAI-AZ-EX-MO/TCB,108281.0,Tuberías de conducción TB
PSAI-AZ-EX-MO/TCB,109117.0,Tubería lubricación chumaceras TB
PSAI-AZ-EX-MO/TCB,109329.0,Tubería de agua fría TB
PSAI-AZ-EX-MO/TCB,109334.0,Tubería de agua imbibición TB
PSAI-AZ-EX-MO/TCB,109335.0,Tuberia de agua asepsia TB
PSAI-AZ-EX-MO/TCB,109338.0,Tubería lubricación coronas TB
PSAI-AZ-EX-MO/TCB,123850.0,Tubería Recirculación de Agua Mol.TB
PSAI-AZ-EX-MO/TCB,123851.0,Tanque Retorno Agua Molinos TB a S.R
PSAI-AZ-EX-MO/TCB,123853.0,Bomba Retorno Agua de Molinos TB
PSAI-AZ-EX-MO/TCB,123855.0,Tanque Retorno Agua Reductores TB a S.R
PSAI-AZ-EX-MO/TCB,123856.0,Bomba Retorno Agua de Reductores
PSAI-AZ-EX-MO/TEF,109303.0,Bomba 1 Enfriamiento Hidraulicos MTA
PSAI-AZ-EX-MO/TEF,109304.0,Bomba 2 Enfriamiento Hidraulicos Aux
PSAI-AZ-EX-MO/TEF,109305.0,Bomba 3 Enfriamiento Hidraulicos MTB
PSAI-AZ-EX-MO/TEF,120745.0,Bomba 1 Torre Enfriamiento Molinos
PSAI-AZ-EX-MO/TEF,120747.0,Bomba 2 Torre Enfriamiento Molinos
PSAI-AZ-EX-MO/TEF,123896.0,Ventilador torre enfriamiento de molinos
PSAI-AZ-EX-MO/TEF,131560.0,Reductor Ventilador Torre Enfria Molinos
PSAI-AZ-EX-MO/TEF,127023.0,Bomba Enfriamiento Chiller Variadores
PSAI-AZ-EX-MO/TEF,136319.0,Bomba Agua fría a Bio-etanol
PSAI-AZ-EX-PC/COA-CDA1TA,109029.0,Nivelador Conductor 1 TA
PSAI-AZ-EX-PC/COA-CDA1TA,112797.0,Reductor Nivelador Conductor 1 TA
PSAI-AZ-EX-PC/COA-CDA1TA,122694.0,Reductor Planetario Conductor 1TA
PSAI-AZ-EX-PC/COA-CDA1TA,122691.0,Bba Lubricación Planetario Conductor 1TA
PSAI-AZ-EX-PC/COA-CDA1TA,123840.0,Tanque Retorno Agua Patio TA a S.R
PSAI-AZ-EX-PC/COA-CDA1TA,123841.0,Bomba Retorno Agua De Patio TA
PSAI-AZ-EX-PC/COA-CDA1TA,131783.0,Cepillo de limpieza Conductor 1 TA
PSAI-AZ-EX-PC/COA-CDA1TA,131784.0,Reductor Cepillo Limpieza Conductor 1TA
PSAI-AZ-EX-PC/COA-CDA2TA,109030.0,Nivelador 1 conductor 2 TA
PSAI-AZ-EX-PC/COA-CDA2TA,127499.0,Reductor Nivelador 1 Conductor 2TA
PSAI-AZ-EX-PC/COA-CDA2TA,109031.0,Nivelador 2 conductor 2 TA
PSAI-AZ-EX-PC/COA-CDA2TA,112800.0,Reductor Nivelador 2 Conductor 2TA
PSAI-AZ-EX-PC/COA-CDA2TA,131995.0,Reductor Conductor 2 TA
PSAI-AZ-EX-PC/COA-CDA2TA,137290.0,Electroimán TA
PSAI-AZ-EX-PC/COA-CDAXTA,109152.0,Nivelador Conductor Auxiliar TA
PSAI-AZ-EX-PC/COA-CDAXTA,112457.0,Reductor Nivelador Conductor AUX TA
PSAI-AZ-EX-PC/COA-CDAXTA,124519.0,Reductor Planetario Conductor AUX TA
PSAI-AZ-EX-PC/COA-CDAXTA,100060.0,Bomba Lub Planetario Conductor Aux TA
PSAI-AZ-EX-PC/COA-CDAXTA,131786.0,Cepillo de limpieza Cond. Auxiliar TA
PSAI-AZ-EX-PC/COA-CDAXTA,127012.0,Reductor Cepillo De Limpieza Cond AUX TA
PSAI-AZ-EX-PC/COB-CBA2TB,,CONDUCTOR BANDA DE CAÑA 2 TB
PSAI-AZ-EX-PC/COB-CBA2TB,124391.0,Nivelador 1 conductor 2 TB
PSAI-AZ-EX-PC/COB-CBA2TB,124392.0,Reductor Nivelador 1 Conductor 2TB
PSAI-AZ-EX-PC/COB-CBA2TB,131895.0,Nivelador 2 conductor 2 TB
PSAI-AZ-EX-PC/COB-CBA2TB,127505.0,Reductor Nivelador 2 Conductor 2TB
PSAI-AZ-EX-PC/COB-CBA2TB,132003.0,Reductor Conductor 2TB
PSAI-AZ-EX-PC/COB-CBA2TB,137291.0,Electroimán TB
PSAI-AZ-EX-PC/COB-CDA1TB,109230.0,Nivelador Conductor 1 TB
PSAI-AZ-EX-PC/COB-CDA1TB,112456.0,Reductor Nivelador Conductor 1 TB
PSAI-AZ-EX-PC/COB-CDA1TB,123847.0,Tanque Retorno Agua Patio TB a S.R
PSAI-AZ-EX-PC/COB-CDA1TB,123848.0,Bomba Retorno Agua Patio TB a S.R
PSAI-AZ-EX-PC/COB-CDA1TB,124068.0,Reductor Planetario Conductor 1 TB
PSAI-AZ-EX-PC/COB-CDA1TB,137869.0,Bba Lubricación Planetario Conductor 1TB
PSAI-AZ-EX-PC/COB-CDA1TB,131548.0,Cepillo de limpieza Conductor 1 TB
PSAI-AZ-EX-PC/COB-CDA1TB,124493.0,Reductor Cepillo de limpieza Cond 1TB
PSAI-AZ-EX-PC/COB-CDAXTB,109228.0,Nivelador Conductor Auxiliar TB
PSAI-AZ-EX-PC/COB-CDAXTB,112864.0,Reductor Nivelador Conductor Auxiliar TB
PSAI-AZ-EX-PC/COB-CDAXTB,131923.0,Reductor Conductor Auxiliar TB
PSAI-AZ-EX-PC/COB-SRSBTB,124056.0,Rastrillo TB
PSAI-AZ-EX-PC/COB-SRSBTB,111481.0,Reductor rastrillo TB
PSAI-AZ-EX-PC/COB-SRSBTB,137907.0,Rastra Sacabasura TB
PSAI-AZ-EX-PC/COB-SRSBTB,109039.0,Reductor Rastra Saca Basura TB
PSAI-AZ-EX-PC/COB-STRSTB,,SISTEMA CONDUCCIÓN DE TRASH TB
PSAI-AZ-EX-PC/COB-STRSTB,124058.0,Conductor 1 trash TB
PSAI-AZ-EX-PC/COB-STRSTB,109316.0,Reductor Conductor 1 trash TB
PSAI-AZ-EX-PC/COB-STRSTB,131789.0,Conductor 2 trash TB
PSAI-AZ-EX-PC/COB-STRSTB,131790.0,Reductor conductor 2 trash TB
PSAI-AZ-EX-PC/COB-STRSTB,131791.0,Conductor 3 Trash TB
PSAI-AZ-EX-PC/COB-STRSTB,131792.0,Reductor conductor 3 Trash TB
PSAI-AZ-EX-PC/COB-GV50TA,131546.0,Sistema hidráulico Grúa volteo TA
PSAI-AZ-EX-PC/COB-GV50TA,109141.0,Bomba 1 Grúa TA
PSAI-AZ-EX-PC/COB-GV50TA,109142.0,Bomba 2 Grúa TA
PSAI-AZ-EX-PC/COB-GV50TB,131547.0,Sistema hidráulico Grúa volteo TB
PSAI-AZ-EX-PC/COB-GV50TB,109079.0,Bomba 1 Grúa TB
PSAI-AZ-EX-PC/COB-GV50TB,109219.0,Bomba 2 Grúa TB
PSAI-AZ-EX-PC/MCA,122114.0,Sistema Lubricación mesas TA
PSAI-AZ-EX-PC/MCA-MESA01,122108.0,Reductor Mesa 1 TA
PSAI-AZ-EX-PC/MCA-MESA02,122138.0,Nivelador 1 Mesa 1 TA
PSAI-AZ-EX-PC/MCA-MESA03,122135.0,Reductor Nivelador 1 Mesa 1 TA
PSAI-AZ-EX-PC/MCA-MESA02,122128.0,Reductor Mesa 2 TA
PSAI-AZ-EX-PC/MCA-MESA03,122141.0,Nivelador 2 Mesa 2 TA
PSAI-AZ-EX-PC/MCA-MESA04,127504.0,Reductor Nivelador 2 Mesa 2 TA
PSAI-AZ-EX-PC/MCA-SRSBTA,122121.0,Rastra sacabasura 1 TA
PSAI-AZ-EX-PC/MCA-SRSBTA,122123.0,Reductor Rastra sacabasura 1 TA
PSAI-AZ-EX-PC/MCA-SRSBTA,122125.0,Rastra sacabasura 2 TA
PSAI-AZ-EX-PC/MCA-SRSBTA,122126.0,Reductor Rastra sacabasura 2 TA
PSAI-AZ-EX-PC/MCA-STRSTA,122129.0,Conductor 1 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122132.0,Reductor Conductor 1 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122130.0,Conductor 2 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122711.0,Reductor Conductor 2 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122131.0,Conductor 3 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122713.0,Reductor Conductor 3 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122709.0,Conductor 4 Trash TA
PSAI-AZ-EX-PC/MCA-STRSTA,122715.0,Reductor Conductor 4 Trash TA
PSAI-AZ-EX-PC/MCB-MESA01,109080.0,Nivelador 1 Mesa 1 TB
PSAI-AZ-EX-PC/MCB-MESA02,112857.0,Reductor Nivelador 1 Mesa 1 TB
PSAI-AZ-EX-PC/MCB-MESA03,109149.0,Reductor Mesa 1 TB
PSAI-AZ-EX-PC/MCB-MESA02,109081.0,Nivelador 2 Mesa 2 TB
PSAI-AZ-EX-PC/MCB-MESA03,112860.0,Reductor Nivelador 2 Mesa 2 TB
PSAI-AZ-EX-PC/MCB-MESA04,109225.0,Reductor Mesa 2 TB
PSAI-AZ-EX-PC/MCB-MESA03,109222.0,Reductor Mesa 3 TB
PSAI-AZ-EX-PC/MCB-MESA04,109026.0,Reductor Mesa 4 TB
PSAI-AZ-EX-PC/PIA-DESFTA,,DESFIBRADORA DE CAÑA TA
PSAI-AZ-EX-PC/PIA-DESFTA,134739.0,Reductor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134741.0,Sistema Lubr. Reductor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134742.0,Bba lubricación Red Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134744.0,Tambor Alimentador Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134745.0,Reduc planetario Tambor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134747.0,Sist. Lubr. Reduc Tambor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134748.0,Bba lubri Reduc Tambor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134750.0,Rotor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134751.0,Sist. Lubricación Rotor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134752.0,Tanque Elevado Lubri Rotor Desfibra TA
PSAI-AZ-EX-PC/PIA-DESFTA,134753.0,Bba Llenado Tq Elevado Rotor Desfib TA
PSAI-AZ-EX-PC/PIA-DESFTA,134755.0,Bba 1 Lubri Rotor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,134757.0,Bba 2 Lubri Rotor Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,138465.0,Extractor de Martillos Desfibradora TA
PSAI-AZ-EX-PC/PIA-DESFTA,138466.0,Bomba de Extractor de Martillos TA
PSAI-AZ-EX-PC/PIA-PCH1TA,123067.0,Reductor Pre-cuchilla TA
PSAI-AZ-EX-PC/PIA-PCH1TA,131924.0,Sistema Lub Reductor Pre Cuchilla TA
PSAI-AZ-EX-PC/PIA-PCH1TA,131925.0,Bomba Lub Reductor Pre Cuchilla TA
PSAI-AZ-EX-PC/PIA-PPICTA,109034.0,Reductor Pre-Picadora TA
PSAI-AZ-EX-PC/PIA-PPICTA,112802.0,Sistema Lub Aux Reductor Pre picadora TA
PSAI-AZ-EX-PC/PIA-PPICTA,114029.0,Bomba Lub Aux Reductor Pre Pcadora TA
PSAI-AZ-EX-PC/PIB-DESFTB,123223.0,Reductor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123231.0,Sistema Lubr. Reductor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123232.0,Bba lubricación Red Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123225.0,Tambor Alimentador Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123226.0,Reductor Planetario Tambor Alim Desf TB
PSAI-AZ-EX-PC/PIB-DESFTB,138260.0,Sist. Lubr. Reduc Tambor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,138261.0,Bba lubri Reduc Tambor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123234.0,Rotor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123235.0,Sistema Lubricación Rotor DesfibradoraTB
PSAI-AZ-EX-PC/PIB-DESFTB,123236.0,Tanque Elevado Lubri Rotor Desfibra TB
PSAI-AZ-EX-PC/PIB-DESFTB,123237.0,Bomba Lubricación Tanque Elevado
PSAI-AZ-EX-PC/PIB-DESFTB,123239.0,Bba 1 Lubri Rotor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,123240.0,Bba 2 Lubri Rotor Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,138467.0,Extractor de Martillos Desfibradora TB
PSAI-AZ-EX-PC/PIB-DESFTB,138468.0,Bomba de Extractor de Martillos TB
PSAI-AZ-EX-PC/PIB-PPICTB,109235.0,Reductor Pre-Picadora TB
PSAI-AZ-EX-PC/PIB-PPICTB,123065.0,Sistema Lub Reductor Pre picadora TB
PSAI-AZ-EX-PC/PIB-PPICTB,123066.0,Bomba Lub Reductor Pre Picadora TB
PSAI-AZ-EX-PC/SLA,108262.0,Sistema de lubricación centralizado TA
PSAI-AZ-EX-PC/SLB,108263.0,Sistema de lubricación centralizado TB
